town,accountants_per_10000_residents_2013,apartments_condos_multis_per_residential_parcels_2011,architects_per_10000_2013,assessed_home_value_changes_2009-2013,barbers_per_10000_residents_2013,births_per_1000_residents_2010,boaters_per_10000_residents_2012,burglaries_per_10000_residents_2011,cars_motorcycles_&_trucks_average_age_2012,cars_per_1000_residents_2012,class_size_in_school_district_2011-2012,condos_as_perc_of_parcels_2012,construction_supervisors_per_10000_2013,crashes_per_1000_residents_2007-2011,culture_and_rec_spending_per_person_2012,dentists_per_10000_2013,doctors_per_10000_residents_2013,education_spending_as_a_percent_2012,education_spending_per_resident_2012,electricians_per_1000_residents_2013,expenditures_per_resident_2012,females_percent_in_community_2010,fire_dept_spending_as_a_percent_2012,firefighter_costs_per_resident_2012,fixed_costs_percent_2012,funeral_directors_per_10000_2013,gun_licenses_per_1000_residents_2012,historic_places_per_10000_2013,home_schooled_per_1000_students_2011-2012,homes_built_in_39_or_before,household_member_who_is_2_races_or_more_per_1000_households_2010,households_average_size_2010,households_one-person_2010,hybrid_cars_per_1000_vehicles_2013,in_home_since_1969_or_earlier,income_average_per_resident_2010,income_change_per_resident_2007-2010,inmates_in_state_prison_per_1000_residents,liquor_licenses_per_10000_2011,massage_therapists_per_10000_2012,median_age_2011,miles_driven_daily_per_household_05-07,minority_students_per_district_2012-2013,motorcycles_change_in_ownership_2000-2012,motorcycles_per_1000_2012,multi-generation_households_2010,police_costs_per_resident_2013,police_employees_per_10000_residents_2011,police_spending_as_a_percent_2012,population_change_1950-2010,population_change_2010-2011,property_crimes_per_10000_residents_2012,property_tax_change_09-13,pupils_per_cost_average_by_district_2011-2012,real_estate_professionals_per_1000_residents_2013,residential_taxes_as_percent_of_all_property_taxes_2013,saltwater_fishing_licenses_per_1000_2013,school_district_growth_09-13,single-person_households_percent_65_and_older,snowmobiles_per_10000_residents_2012,state_aid_as_a_percent_of_town_budget_2012,students_in_public_schools_2011,tax-exempt_property_2012,tax_bills_for_single-family_homes_2012,tax_bills_for_single-family_homes_2013,taxable_property_by_percent_2012,teacher_salaries_by_average_2011,teachers_percent_under_40_years_old_2011-2012,trucks_per_1000_residents_2012,veterinarians_per_10000_2013,violent_crimes_per_10000_residents_2012,voters_as_a_percent_of_population_2012,voters_change_in_registrations_between_1982-2012,2020_label
Hull,20.4,0.219,12.6,-0.125,20.4,7.6,773.3,,9.4,454.1,19.3,0.154,2.9,48.4,25,5.8,2.9,39.5,1244,4.4,2858,52.6,8.32,238,23.4,1.9,22.6,4.9,5.6,43.4,3.6,2.22,34.1,22.3,6.9,31954 ,0.04,0.9,27.2,15,46.5,55.9,4,-0.061,18,31.5,244,29.0,8.5,2.05,0.005,104,0.124,15251,18,95.2,38.6,-0.12,28.7,4.8,15.4,0.897,9.8,4706,4854,90.2,71967 ,0.28,333,0.0,32.6,8211,0.25,medium blue
Huntington,0.0,0.061,4.6,-0.047,4.6,11.5,500.0,,10.7,384.4,,0.0,13.8,43.1,37,,22.9,69.1,1243,8.7,1756,49.9,1.47,26,3.7,4.6,212.2,4.6,88.1,35,4.9,2.51,23.3,9.3,6.9,27329 ,0.03,2.8,18.3,18,42.3,78,,0.068,36.2,34.6,49,,2.8,0.73,-0.001,,0.184,,6,93.8,26.6,,29.7,381.3,12.6,0.866,38.8,3041,3140,61.2,,,489,9.2,,1433,0.6,red
Ipswich,28.8,0.214,16.7,-0.127,6.8,7.8,1143.1,48.9,9.4,482.6,19.8,0.135,2.3,58.8,48,5.3,14.4,55.2,1612,3.4,2872,52.4,3.85,111,5.7,3.0,70.0,23.5,18.0,33.7,4.5,2.38,28.8,20.8,10.7,43107 ,-0.07,0.5,27.3,17,45.4,66.2,8.9,0.084,22.5,20.5,173,22.6,6,0.91,0.008,80,0.123,11548,12,88.4,47.8,-0.033,42.8,2.3,14.2,0.898,8.9,5545,5697,91.1,63121 ,0.31,365,6.8,3.7,10501,0.5,medium blue
Kingston,16.6,0.08,0.8,-0.13,4.0,8.9,413.3,33.1,9.9,392.5,22.9,0.036,2.4,72.8,61,4.0,6.3,52.3,1423,5.1,2722,52.2,5.68,155,11.9,0.8,76.1,2.4,13.8,25.4,5.4,2.66,24.4,14.0,6.7,31648 ,0.0,0.7,21.4,16,42.3,76.8,4.1,0.158,23.8,38.4,208,22.8,7.6,2.65,0.005,205,0.142,10735,12,84.2,41.4,-0.033,46.5,7.1,13.7,0.888,12.7,5117,5364,87.3,64526 ,0.29,404,6.3,13.3,8934,1.11,light blue
Lakeville,17.0,0.027,0.0,-0.165,7.5,8.0,699.9,72.2,9.9,450.8,,0.018,3.8,78.9,26,9.4,7.5,60.2,1175,6.6,1945,51,4.18,81,11.4,0.9,109.4,0.9,7.0,12.4,4.8,2.82,16.8,10.7,3.3,34937 ,0.08,0.3,14.1,11,41.8,99,,0.321,38.4,44.8,120,15.9,6.2,4.13,0.005,206,0.121,,15,84.9,41.8,,43.9,2.8,4,0.933,8.3,3514,3637,91.7,72613 ,,407,2.8,11.2,7765,1.48,red
Lancaster,16.1,0.114,1.2,-0.157,2.5,7.4,192.4,35.9,9.9,385.1,,0.049,6.2,124.5,36,8.7,13.7,61.2,1193,2.5,1951,43.7,1.43,28,5.8,0.0,72.9,12.4,18.7,26.9,8.4,2.66,21.8,22.4,7.3,28363 ,-0.11,0.1,1.2,11,38.7,90.8,,0.135,23,38.2,110,14.8,5.6,1.24,0.003,102,0.084,,9,86.3,19.1,,38.2,39.6,5.5,0.972,21,5231,5156,79.0,,,288,6.2,11,4807,0.74,light blue
Lanesborough,3.2,0.063,0.0,-0.034,6.5,9.7,634.1,,10.6,391.5,16.9,0.016,9.7,54.4,32,,3.2,55.9,1747,5.2,2983,50.8,0.78,23,15.3,0.0,164.7,6.5,23.6,24.2,2.7,2.39,25.4,16.9,19.2,21333 ,-0.2,1,45.3,6,42.3,61.2,5.7,-0.113,33,31.0,197,22.5,6.6,0.49,-0.006,,0.2,14498,4,80,10.0,-0.207,34.5,374.2,17.4,0.951,7.5,3674,3876,92.5,,0.19,451,0.0,,2205,0.16,medium blue
Lawrence,1.0,0.597,0.1,-0.209,18.6,18.0,15.6,88.6,12,281,20.6,0.112,0.3,83.8,17,2.1,30.9,62.1,1806,1.0,2907,51.9,3.94,115,9.5,1.8,14.5,3.1,1.5,44.7,41.9,3,24.5,7.3,3.8,11893 ,-0.04,4.9,13.1,5,30.9,35.7,94.3,-0.276,5.6,98.3,147,18.1,5.1,-0.05,0.008,253,0.115,13272,2,76.3,10.0,0.076,33.8,0.0,66.2,0.919,18,2527,2530,82.0,70949 ,0.46,179,0.5,101.1,40493,0.51,medium blue
Lee,3.4,0.166,0.0,-0.021,15.1,8.7,353.4,57.6,10,422.2,14.5,0.065,8.4,58.9,55,6.7,15.1,47.3,1288,3.9,2520,52,0.65,16,21.1,5.0,135.9,11.8,23.7,29,4.3,2.26,32.4,14.0,10.8,23579 ,-0.14,1.5,45.4,24,43.3,55.2,13.3,-0.2,18.8,21.9,149,20.1,5.9,0.23,-0.006,218,0.133,14047,6,70,9.8,-0.131,46.4,223.5,17.1,0.89,11.4,3370,3465,88.6,56898 ,0.34,388,5.0,25.2,4086,0.27,medium blue
Leicester,8.2,0.11,0.9,-0.151,9.1,8.9,298.1,39.1,10,412.1,21.5,0.031,5.5,114.5,15,1.8,0.9,60.1,1394,5.7,2285,51.2,0.85,20,13.5,1.8,79.0,0.9,11.0,32,7,2.64,22.8,14.6,7.9,26176 ,0.03,0.6,15.5,9,39.7,73.5,10.8,0.129,27.9,45.3,147,,6.4,0.82,0.003,155,0.111,11484,6,89.2,21.1,-0.085,40.1,231.6,44.8,0.942,10.3,2905,2989,89.8,69538 ,0.35,359,4.6,16.2,7480,0.46,red
Lenox,19.9,0.241,8.0,-0.116,2.0,6.4,163.2,48.0,9.4,473.4,13.6,0.163,8.0,141.1,99,13.9,37.8,49.8,1646,2.8,2533,54.8,1.6,41,17.8,10.0,91.3,17.9,0.0,28.2,4.3,2.09,40.3,19.3,5.8,35804 ,-0.06,0.4,89.6,64,48.4,53.5,11,-0.374,13.3,14.5,124,21.8,4.9,0.39,-0.006,244,0.127,15072,15,81.1,9.0,-0.04,59.9,92.1,16.5,0.905,11.7,4354,4496,88.3,68077 ,0.17,304,2.0,9.9,3811,0.11,wicked blue
Leominster,17.9,0.296,1.5,-0.212,20.6,11.3,112.9,59.4,9.7,459.4,18.5,0.136,1.5,120.5,43,6.4,34.8,58.4,1284,3.2,2121,51.5,7.3,155,8.3,2.0,48.9,2,13.2,28.5,10.9,2.41,30,16.0,7.2,24049 ,0.0,1.3,16.2,16,40,58,40.2,-0.063,19.7,31.6,145,20.2,6.8,0.69,0.003,321,0.176,12233,6,78,18.3,-0.008,38.4,19.1,38.7,0.92,11.3,3640,3771,88.7,62401 ,0.39,297,1.5,65.7,26277,0.51,light blue
Leverett,10.8,0.054,0.0,-0.05,0.0,3.8,297.1,,11.8,571.6,16.7,0.002,10.8,48.1,45,10.8,5.4,66.1,1831,2.2,2770,50.2,1.92,53,4.1,0.0,112.0,5.4,50.0,26.5,7.4,2.41,23.4,40.2,5,34740 ,-0.06,0,5.4,54,47.9,84.9,17.4,-0.229,20,15.7,97,10.7,3.5,1.34,0.003,,0.151,16999,5,96.2,19.4,-0.083,36,145.4,9.7,0.906,7.4,5373,5630,92.6,59975 ,0.23,373,0.0,,1493,0.7,wicked blue
Lexington,40.8,0.109,21.0,0.022,2.2,6.5,42.0,21.8,8.4,482.5,19.3,0.084,1.0,109.7,94,26.4,52.9,59.3,2311,1.0,3836,52.5,4.22,162,4.3,1.0,22.7,4.8,3.5,22,7.4,2.68,21,39.7,10.2,86260 ,-0.1,0.1,8.9,13,45.8,57,43.5,-0.166,8.2,28.6,181,19.3,4.7,0.81,0.01,71,0.197,16726,13,86.6,9.4,0.043,58.1,0.9,4.5,0.897,7.7,10441,10906,92.3,,0.4,249,3.5,4.1,22174,0.14,wicked blue
Leyden,0.0,0.019,0.0,0.005,0.0,9.8,168.8,,11.1,433.2,,0.0,28.1,38,31,,14.1,59.6,1295,5.6,1894,48.8,1.51,29,5.3,0.0,205.9,0,83.3,23.7,0,2.47,18.4,18.7,7.2,30494 ,0.11,0,,42,48.2,69,,0.28,45,20.8,39,,2,1.32,0.004,,-0.001,,7,95.2,12.7,,18.9,756.3,5.4,0.802,9.2,3766,3723,90.8,,,516,0.0,,558,0.78,medium blue
Lincoln,22.0,0.215,40.9,-0.121,0.0,11.3,58.2,24.9,9,474.2,16.2,0.183,6.3,109.6,222,12.6,36.2,46.2,2071,0.5,3295,52.1,4.67,154,18.3,0.0,53.7,15.7,3.3,12.8,10.7,2.65,21.6,46.3,7.8,122383 ,0.1,0.6,3.1,13,37.4,54.5,36.1,-0.302,9.4,19.1,167,29.7,5.1,1.62,0.011,69,0.156,19598,16,96.2,13.2,0.102,43.5,1.6,4.6,,18.4,13322,13254,81.6,81963 ,0.42,243,11.0,12.3,4546,0.31,wicked blue
Littleton,26.9,0.05,5.6,-0.046,4.5,9.5,240.9,29.9,9.2,455.5,20,0.021,3.4,121.5,68,4.5,1.1,49.4,1747,3.9,3517,51.9,2.35,83,12.8,4.5,66.9,3.4,10.3,15.9,8.1,2.66,22,25.6,9.7,41258 ,0.01,0.2,9,16,43.3,84.2,8.8,0.0,25.7,27.3,145,24.5,4.1,2.8,0.01,125,0.169,12559,11,78.5,23.0,-0.047,45.3,13.3,14.6,0.936,7.7,5960,6222,92.3,77242 ,0.35,366,3.4,12.1,6458,0.69,medium blue
Longmeadow,30.4,0.014,1.9,-0.063,5.1,5.4,135.6,26.0,9,487.1,19.9,0.009,2.5,73.7,73,26.6,27.9,64.9,1854,1.9,2752,53.2,4.05,111,5.9,0.0,53.5,1.3,1.6,26.9,4,2.66,20.9,20.1,8.6,56703 ,-0.13,0.1,7.6,9,43.9,64.8,15.5,0.167,10.6,17.9,150,18.3,5.4,1.43,0.001,122,0.18,13110,15,95.1,10.9,-0.085,68.3,8.2,9.6,0.894,6.7,6939,7362,93.3,64403 ,0.24,286,2.5,6.9,12206,0.23,medium blue
Lowell,5.8,0.474,0.8,-0.134,7.2,15.8,38.4,85.0,10.6,381.8,19.2,0.208,0.3,154.6,30,3.5,19.2,55.1,1303,2.1,2364,50.4,6.09,144,7.6,3.5,19.0,3.9,2.9,48.5,14.8,2.66,29.4,11.3,5.5,18995 ,0.06,2.5,13.8,7,33.1,44.1,68.3,-0.053,10.7,58.5,201,27.8,8.5,0.1,0.01,290,0.113,13365,4,82.3,25.5,0.036,28.2,0.0,48.1,0.908,16.8,3236,3273,83.2,76454 ,0.31,212,0.8,53.9,54683,0.29,medium blue
Ludlow,11.4,0.144,0.0,-0.093,14.7,7.0,240.3,36.0,10.3,439.9,17.6,0.051,1.4,107.7,31,5.7,5.2,47.8,1186,5.2,2335,48.6,3.64,85,21.0,2.8,88.9,0.9,0.0,19,5.8,2.46,26.3,9.9,11.5,24285 ,0.12,0.7,19,9,42.7,57.1,11.5,0.144,24.1,33.9,134,17.9,5.7,1.44,0.001,171,0.091,12588,6,84.2,18.3,-0.074,48.6,41.7,30.3,0.937,,3613,3603,94.8,57485 ,0.37,336,0.9,13.1,13634,0.45,red
Lunenburg,14.9,0.113,3.0,-0.17,10.9,7.5,523.5,58.3,10.3,475.2,20.8,0.089,4.0,91.3,38,6.9,5.0,56,1539,5.5,2730,50.4,2.61,71,10.4,3.0,87.0,1,7.8,17.4,5.6,2.63,20.7,17.9,10.2,32825 ,-0.01,0.4,20.8,13,42,78.7,9.7,0.224,39.6,38.1,137,13.8,5,1.58,0.004,222,0.101,11448,10,89.8,25.4,-0.087,42.7,101.8,21.9,0.937,5.2,4174,4287,94.8,70771 ,0.31,411,4.0,26.4,7345,0.55,light blue
Lynn,3.9,0.404,0.3,-0.172,12.8,16.0,68.7,78.9,11.3,347.4,19.5,0.124,0.4,136.9,13,3.3,12.2,41.9,1174,3.3,2805,51,6.33,178,24.6,3.8,25.4,2.9,2.2,63.3,23.3,2.69,30.6,9.3,5.7,17258 ,-0.17,3.6,11.7,8,35,35.6,78.4,-0.249,10.7,60.8,186,21.3,6.6,-0.09,0.008,283,0.1,13031,5,84,20.7,0.065,35.9,0.1,54.9,0.908,10,3670,3651,90.0,63511 ,0.31,226,0.6,82.1,50578,0.19,medium blue
Lynnfield,75.0,0.031,6.0,-0.106,12.9,6.2,111.2,53.9,8.8,494,21,0.02,2.6,101.4,56,21.6,11.2,52.1,1837,5.3,3395,51.2,2.57,87,17.7,2.6,60.4,2.6,2.1,12.2,4.1,2.77,18.8,18.6,8.3,58383 ,-0.02,0.2,12.9,3,43.1,70.3,10.4,-0.01,16.3,34.0,196,18.9,5.8,1.95,0.008,91,0.181,12215,26,91.5,14.4,-0.042,62,4.3,10.9,0.91,6.1,7380,7573,93.9,71387 ,0.43,345,3.4,5.9,9279,0.29,red
Malden,18.3,0.534,2.7,,13.0,15.5,29.4,52.8,9.7,352,21.1,0.156,0.5,61,32,8.9,10.8,42.9,882,2.5,2057,51.6,6.92,142,8.4,2.5,22.2,2,,50,16.1,2.5,30,11.8,5.3,21175 ,-0.05,1.6,11.3,14,36.4,34.2,68.3,-0.2,9.1,48.2,164,18.6,8,-0.01,0.01,200,,12153,6,85.1,12.6,0.024,32.2,0.0,37.1,0.948,10.8,,,89.2,73296 ,0.38,200,0.8,46.2,30968,0.02,medium blue
Mansfield,41.8,0.206,4.7,-0.107,6.9,9.1,123.4,64.2,8.9,440.9,20.5,0.125,1.7,104.4,29,8.2,6.0,53.6,1693,4.2,3053,50.3,3.96,121,17.6,0.9,37.1,1.3,0.6,18,5.4,2.76,23,19.3,3.6,38054 ,0.06,0.3,16,14,36.6,78.1,12.2,0.059,17.7,28.2,138,15.9,4.5,2.23,0.001,,0.107,11166,11,75.5,22.0,-0.084,30.6,1.7,25.5,0.932,6,5164,5370,94.0,79613 ,0.41,320,3.0,,15250,1.28,light blue
Marblehead,36.9,0.189,24.7,-0.063,1.5,7.9,995.1,17.0,9.3,461.9,18.7,0.113,3.0,53.6,88,9.1,17.7,46.6,1457,2.3,2905,52.8,4.68,136,20.6,2.5,47.5,6.6,3.7,42.7,4,2.42,28.8,24.9,7.4,69497 ,-0.07,0.3,17.2,21,44.4,48.3,9.9,-0.108,13.8,12.9,146,18.1,5,0.44,0.008,111,0.131,12998,20,94.5,34.3,-0.003,40.5,1.0,7.9,0.859,5.9,6958,7092,94.1,,0.37,328,4.5,13.4,15375,0.11,medium blue
Marion,8.2,0.018,6.1,-0.143,4.1,8.4,2272.3,26.4,9.9,512.9,19.9,0.002,4.1,115.5,55,10.2,8.2,53.3,1878,5.9,3247,52.9,2.81,91,12.4,0.0,92.3,2,4.6,18.3,9.4,2.45,25.6,23.3,9.2,47277 ,-0.02,0.2,24.5,16,46.2,76.3,9.5,0.23,25.1,21.6,277,28.4,8.5,1.18,0.005,139,0.128,12977,21,92.2,63.2,0.064,52.2,2.0,2.8,0.865,9.5,5524,5726,90.5,81253 ,0.26,395,8.2,12.1,3922,0.6,medium blue
Marlborough,17.9,0.328,1.3,,9.6,13.3,120.5,33.2,9.7,488.5,18,0.187,1.8,140,29,8.8,17.1,55.4,1385,2.8,2501,50.5,6.92,173,8.4,2.9,31.1,4.2,9.0,21.7,16.2,2.46,28.7,17.4,6.9,31305 ,0.04,0.8,17.7,10,39.1,62.8,43.4,-0.04,17.4,30.9,175,19.9,7,1.44,0.01,179,,14198,8,67.6,16.6,0.005,32.8,11.1,15.2,0.918,9.2,4476,4540,90.8,66443 ,0.42,302,3.4,29.8,21737,0.34,medium blue
Marshfield,32.2,0.088,4.4,-0.073,4.0,8.9,551.1,,9.3,421.7,23.4,0.069,6.4,76.7,29,6.8,2.8,56.5,1625,5.7,2874,51.3,5.87,169,15.0,2.4,65.8,2,4.0,15.9,3.8,2.63,22.6,17.0,6.1,38150 ,-0.02,0.4,15.9,16,41.5,81,4.1,0.107,18.2,33.7,163,17.8,5.7,6.69,0.006,115,0.133,11003,18,92.4,40.5,-0.05,40.4,6.3,19.9,0.945,6.4,4480,4608,93.6,68434 ,0.3,397,4.4,14.9,18824,0.65,light blue
Mashpee,15.0,0.271,2.9,-0.101,6.4,8.9,1268.0,43.6,9.5,487.3,15.4,0.223,5.7,64.5,48,12.1,21.4,40.7,1435,3.9,3436,53.5,6.32,217,17.6,0.0,75.4,1.4,7.3,2.7,7.3,2.27,30.6,19.7,0.6,28959 ,-0.02,1.2,20.7,15,46.7,70.7,20.1,0.291,20.9,27.5,266,31.2,7.7,30.98,-0.001,210,0.169,15331,18,91.7,49.3,-0.051,48.5,0.7,11.6,0.941,6.7,3833,4056,93.3,69090 ,0.21,378,5.0,33.3,10586,3.56,light blue
Mattapoisett,24.8,0.045,6.6,-0.133,6.6,6.0,1632.8,36.2,9.8,506.5,16.7,0.01,5.0,80.2,58,6.6,6.6,53.9,1856,4.0,3196,51.3,1.54,49,13.2,0.0,73.2,3.3,2.0,20.5,4.9,2.41,25,16.9,9.8,44824 ,0.14,0.7,24.8,26,47.4,73.3,9.3,0.372,25.6,24.4,248,29.6,7.8,1.67,0.006,170,0.123,14863,21,93.2,61.9,-0.025,46.6,0.0,4,0.906,8.6,5245,5403,91.4,69905 ,0.36,406,9.9,11.4,5054,0.45,light blue
Maynard,15.8,0.234,4.0,-0.099,7.9,12.5,130.6,17.6,9.6,506,16.8,0.127,2.0,51.9,50,2.0,0.0,45.8,1400,2.9,2911,52.1,5.44,159,20.5,3.0,48.4,1,12.6,39.6,4,2.38,30.7,21.3,6.8,32381 ,0.0,1.2,26.7,27,41.9,58.4,16.9,-0.096,25.1,22.2,190,21.6,6.5,0.45,0.01,135,0.245,13822,8,87.3,17.8,0.02,35.4,4.9,15.5,0.975,9.8,5751,6096,90.2,62008 ,0.38,310,3.0,23.3,7255,0.33,medium blue
Medfield,75.7,0.095,6.7,-0.032,5.0,8.6,111.4,13.2,8.9,428.8,19.6,0.064,1.7,72,78,12.5,10.8,57.5,2264,1.9,3804,51.5,2.07,79,11.8,5.0,43.3,5.8,1.6,10,2.6,2.91,17,21.5,6.4,75734 ,0.01,0.2,10,13,41.6,80,8,0.266,15.1,16.3,178,17.4,4.7,1.64,0.007,56,0.1,11830,16,94.2,16.6,-0.072,45.6,0.0,13.6,0.931,9.6,8811,8859,90.4,71827 ,0.38,361,9.1,13.1,8533,0.42,medium blue
Medford,23.1,0.488,5.9,-0.064,13.7,13.0,72.6,,9.2,422.7,16.3,0.167,0.9,95.6,21,12.5,21.9,,,4.9,,52.2,,154,24.1,2.3,29.4,5.2,,59.7,10.1,2.38,29.6,15.7,10.4,29198 ,0.06,1,8.7,14,36.7,39.1,37.8,-0.195,11.5,32.5,166,17.3,,-0.15,0.01,,0.148,13032,10,86.9,13.0,-0.03,37.7,0.0,16.8,0.839,9.4,4179,4308,90.6,,0.4,219,3.0,,37539,0.09,medium blue
Medway,36.1,0.106,1.6,-0.1,3.9,9.4,151.3,15.6,9.3,442.4,18.3,0.057,2.4,56.4,31,2.4,4.7,58.8,1888,3.6,3175,51.3,1.01,32,14.9,0.0,55.2,1.6,4.4,18.9,6.3,2.84,18.7,17.9,6.6,42930 ,0.08,0.8,12.5,12,41,78.8,6.6,0.188,20.8,33.6,165,18.7,5.2,2.41,0.007,91,0.105,11775,12,86.4,21.9,-0.099,38,3.9,23.2,0.949,6.5,6105,6336,93.5,70009 ,0.28,352,5.5,9.3,9291,0.9,light blue
Melrose,42.6,0.239,17.4,-0.012,11.9,12.3,48.5,22.7,8.8,442.4,22.7,0.107,1.9,59.7,70,13.7,35.9,39.1,1071,4.7,2228,53,4.82,107,21.2,4.8,36.6,2.6,3.2,54.2,6.2,2.38,31.3,19.3,8.7,37402 ,-0.02,0.6,5.2,16,41,44.2,18.7,-0.081,11.7,22.0,110,16.2,4.9,0.0,0.01,116,0.133,11176,11,94,14.5,0.005,42.9,0.4,15.3,0.848,7.7,5093,5212,92.3,56666 ,0.45,253,1.9,13.8,19552,0.1,medium blue
Mendon,15.4,0.06,1.7,-0.124,15.4,7.4,239.8,13.6,9.8,441,,0.021,5.1,156.5,40,5.1,10.3,55.5,1240,5.1,2233,49.9,4.68,105,7.8,0.0,98.6,5.1,9.3,10,5.3,2.88,15.2,20.7,5.6,41995 ,-0.04,0.2,22.3,9,42.1,89.6,,0.4,39.6,34.1,196,25.5,8.8,2.61,0.004,76,0.143,,12,88.9,22.6,,41.7,13.6,2.6,0.911,4,5111,5260,96.0,,,425,6.9,8.5,4268,1.43,red
Merrimac,15.8,0.179,3.2,-0.126,3.2,5.7,249.3,,9.4,471.4,,0.098,4.7,56.2,38,4.7,6.3,58.4,1081,4.3,1776,51.8,3.13,56,5.6,1.6,77.8,0,13.7,28.1,3.9,2.61,22.6,15.3,3.7,31161 ,0.08,0.6,12.6,33,42.6,83.9,,0.041,32.2,38.9,120,15.7,6.8,1.26,0.008,90,0.138,,7,94.6,34.2,,47,15.7,7.5,0.938,6.1,4770,4906,94.0,,,353,1.6,10.9,4606,0.75,light blue
Methuen,14.4,0.254,0.8,-0.154,11.9,11.9,68.8,42.2,9.6,462.5,23.5,0.138,0.8,137.3,26,8.3,23.9,57.2,1370,5.5,2394,52.4,6.41,154,8.0,2.8,43.2,9.3,5.5,27.4,13.5,2.67,24.9,11.7,7.6,25354 ,-0.05,1.1,13.5,11,39.5,61.8,38.9,-0.051,19,54.1,184,20.2,7.7,0.93,0.008,181,0.127,11566,8,83.7,18.1,-0.045,42.9,1.7,35.9,0.9,5.8,3504,3660,94.2,72473 ,0.39,296,1.7,16.2,30736,0.44,light blue
Middleborough,8.7,0.138,1.3,-0.165,10.8,10.2,252.2,50.8,9.9,417.2,27.2,0.043,2.6,161.1,34,3.5,9.1,46.5,1264,6.0,2715,51.2,4,109,23.9,2.2,100.4,4.3,12.9,27,7.2,2.67,20.7,12.1,5.2,24330 ,-0.14,1.1,13.4,14,40.8,93.4,10.3,0.244,34,47.7,156,18.1,5.8,1.27,0.005,221,0.137,12039,7,79.4,44.8,-0.069,40,7.3,30.6,0.923,9.4,3720,3845,90.7,66820 ,0.28,381,4.3,,16060,0.67,red
Middlefield,0.0,0.015,0.0,-0.01,0.0,5.8,479.8,,11.8,360.8,,0.0,19.2,28.8,15,,0.0,50.1,1147,5.8,2135,48.9,0.33,7,8.1,0.0,284.1,19.2,0.0,35.7,0,2.39,23.4,9.5,9.1,16424 ,-0.07,1.9,,,50.5,88,,-0.457,36.5,9.2,25,,1.2,0.77,0.0,,0.025,,8,90.9,26.9,,31.4,191.9,8.5,0.952,12.9,3031,3055,87.2,,,520,0.0,,356,0.61,light blue
Middleton,40.1,0.301,0.0,-0.071,13.4,6.5,117.9,3.3,8.9,392.5,16.3,0.225,3.3,91.9,50,8.9,8.9,62.9,1754,8.0,2600,44,6.16,160,6.6,0.0,74.2,5.6,5.2,15.8,5.6,2.68,23.2,14.8,6.7,38938 ,0.11,0.9,18.9,13,41.4,84.1,8.8,0.166,26.6,45.5,142,15.5,5.4,2.08,0.007,91,0.149,12231,14,82.7,21.1,-0.081,48.9,4.4,8.7,0.962,8.7,6167,6471,91.3,68140 ,0.31,365,5.6,15.3,5805,1.18,red
Milford,14.3,0.305,1.8,-0.167,7.9,13.4,104.3,,9.8,473.3,19,0.16,1.4,133.5,59,7.5,56.8,52.7,1394,3.6,2647,50.2,4.5,119,17.1,4.3,54.9,2.5,7.1,31.8,13.8,2.56,25.4,14.9,7.6,28213 ,-0.02,0.6,21.4,11,37.8,64.7,27.8,0.069,18.8,35.3,170,19.2,6.4,0.81,0.003,185,0.127,12284,8,77.3,20.9,-0.006,36.3,2.5,23.7,0.952,6.4,4323,4455,93.6,63956 ,0.38,328,1.8,27.9,17791,0.41,light blue
Millbury,8.3,0.199,1.5,-0.205,17.3,9.3,290.3,38.3,9.6,462.4,18.6,0.076,3.8,113.5,32,3.8,6.8,55,1382,5.7,2448,51.9,1.94,48,18.5,4.5,90.8,2.3,6.0,30.8,5.9,2.48,25.9,13.0,11.5,26919 ,0.0,0.7,21.1,21,41.8,65,13.6,0.225,29.9,37.6,139,15.7,5.7,0.59,0.003,223,0.119,13444,6,76.8,26.2,-0.064,40,48.1,22.3,0.936,9.3,3378,3495,90.7,73713 ,0.42,352,6.0,29.8,9122,0.36,red
Millis,31.7,0.192,1.3,-0.107,7.6,9.4,164.7,,9.5,456.3,19.2,0.126,5.1,47,43,8.9,7.6,54.2,1557,6.7,2798,51,3.59,100,15.4,1.3,76.0,6.3,2.6,16,4.1,2.59,23.6,21.7,8.9,34826 ,-0.04,0.3,16.5,16,41.8,68.8,10.7,0.378,28.6,31.0,187,23.9,6.7,2.09,0.007,,0.087,10638,11,89.5,25.2,0.033,29.3,1.3,20.3,0.951,6.2,5226,5540,93.8,68296 ,0.46,378,1.3,,5699,0.38,light blue
Millville,12.5,0.194,0.0,-0.163,0.0,11.6,253.9,18.8,9.9,448,,0.087,9.4,44.5,5,,0.0,56.3,815,6.0,1446,50.3,5.61,81,3.6,0.0,82.5,9.4,1.6,35.2,3.4,2.91,15.9,15.6,6,26721 ,-0.07,0,12.5,3,39.9,92.1,,0.121,40.8,43.9,123,18.7,8.5,0.89,0.003,130,0.109,,5,93.2,28.5,,37.9,18.8,8,0.96,6,3610,3809,94.0,,,406,3.1,3.1,2038,1.23,red
